source,target
revealing,enthüllt
reveals,enthüllt
revelation,Offenbarung
revenge,Rache
reverb,Reverb
reverse,reverse
review,Revision
reviewer,Gutachter
reviewers,Kritiken
reviews,Bewertungen
revolting,widerlich
revolution,Revolution
revolutionary,revolutionäre
rewarding,Belohnung
rhymes,Reime
rhythm,Rhythmus
rhythms,Rhythmen
rich,reich
richard,richard
rid,los
ride,reiten
rider,Fahrer
rides,Fahrten
ridiculous,lächerlich
ridiculously,lächerlich
riding,Reiten
riff,riff
riffs,Riffs
right,richtig
rights,Rechte
rio,rio
riot,Aufruhr
rip,rip
rip-off,rip-off
ripoff,Gaunerei
ripped,gerippt
rise,ansteigen
rising,steigende
road,Straße
rob,rob
robbed,beraubt
robbery,Raub
robert,robert
robin,robin
robot,Roboter
rock,rock
rocker,Rocker
rockers,Rocker
rocket,Rakete
rocks,Felsen
rocky,felsigen
rodgers,Rodgers
roger,roger
rogers,Rogers
role,Rolle
roles,Rollen
roll,roll
roller,Walze
rolling,Walzen
roman,roman
romance,Romantik
romantic,Romantik
rome,rom
romero,romero
ronald,ronald
ronnie,ronnie
roof,Dach
room,Raum
roommate,Mitbewohner
root,root
roots,Wurzeln
rose,stieg
ross,ross
rotten,morsch
rough,rau
roughly,etwa
round,Runde
rourke,Rourke
route,Route
row,Reihe
roy,roy
royal,royal
rubbish,Müll
ruin,Ruine
ruined,ruiniert
ruining,ruinieren
ruins,Ruinen
rule,Regel
rules,Regeln
run,laufen
run-of-the-mill,Run-of-the-mill
running,Laufen
runs,läuft
rush,rush
rushed,stürzte
russell,russell
ruthless,rücksichtslose
ryder,Ryder
s,s
sad,traurig
sade,sade
sadly,traurig
sadness,Trauer
safety,Sicherheit
said,gesagt
sake,Interesse
sale,Verkauf
sally,sally
salsa,Salsa
same,gleich
sample,Beispiel
sampler,Sampler
samples,Proben
sampling,Probenahme
san,san
sang,sang
santa,santa
santana,santana
sappy,saftige
sarah,sarah
sat,SA
satisfying,befriedigend
saturday,Samstag
save,sichern
saved,gespeichert
saves,spart
saving,Speichern
saw,Säge
saxophone,Saxophon
say,sagen
saying,sagen
says,sagt
scare,scare
scared,verängstigt
scares,Ängste
scarier,Schauergeschichten
scary,scary
scattered,verstreut
scenario,Szenario
scene,Szene
scenery,Landschaft
scenes,Szenen
schedule,Zeitplan
scheme,Regelung
school,Schule
sci-fi,Sci-Fi
science,Wissenschaft
scientist,Wissenschaftler
scope,Umfang
score,Gäste
scored,erzielte
scores,Noten
scott,scott
scratch,kratzen
scratching,Kratzen
scratchy,kratzig
screaming,schreien
screams,Schreie
screen,Bildschirm
screenplay,Drehbuch
screwball,Screwball
script,script
scripture,Schrift
scroll,blättern
sea,Meer
search,Suche
searching,Benutzer
season,Saison
seasons,Jahreszeiten
seattle,seattle
second,Sekunden
secondly,zweitens
seconds,Sekunden
secret,Geheimnis
secretary,Sekretärin
secrets,Geheimnisse
section,Abschnitt
sections,Sektionen
seductive,verführerisch
see,sehen
seeing,Sehen
seek,erstreben
seeking,suchen
seem,scheinen
seemed,schien
seems,scheint
seen,gesehen
sees,sieht
segment,Segment
selected,ausgewählt
selection,Auswahl
selections,Selektionen
self,Selbst
self-indulgent,zügellos
selfish,selbstsüchtig
sell,verkaufen
seller,Verkäufer
selling,Verkauf
sells,verkauft
send,senden
sending,Senden
sends,sendet
sense,Sinn
sensibility,Sinnlichkeit
sensitive,sensiblen
sensual,sinnlich
sent,gesendet
sentence,Satz
sentences,Sätze
sentiment,Stimmung
sentiments,Gefühle
sepultura,sepultura
sequel,Fortsetzung
sequels,Fortsetzungen
sequence,Sequenz
sequences,Sequenzen
series,Serie
serious,schweren
seriously,ernst
served,serviert
service,Service
session,Tagung
sessions,Sitzungen
set,festlegen
set-up,Set-up
sets,Sets
setting,Einstellung
settings,Einstellungen
settle,regeln
seven,sieben
seventh,siebten
seventies,siebzigerJahre
several,mehrere
severe,schweren
severely,schwer
sex,sex
sexist,sexistischen
sexual,sexuellen
sexy,sexy
shade,Schatten
shadow,Schatten
shadows,Schatten
shady,schattigen
shakespeare,shakespeare
shaky,wackelig
shallow,seicht
shame,Schande
shape,Form
share,Anteil
shares,Aktien
sharing,Austausch
sharp,scharf
she,sie
shed,Schuppen
sheer,schieren
sheriff,Sheriff
shift,Schicht
shine,Glanz
shines,glänzt
shining,shining
ship,Schiff
shipping,Versand
ships,Schiffe
shock,Schock
shocked,schockiert
shocking,schockierend
shoes,Schuhe
shoot,schießen
shooting,Schießen
shoots,Triebe
shop,Shop
shopping,Warenkorb
short,kurz
shorter,kürzer
shortly,kurz
shot,shot
shots,Schüsse
should,sollen
shouting,schreien
show,zeigen
showcases,Vitrinen
showdown,Showdown
showed,zeigte
showing,Anzeigen
shown,gezeigt
shows,zeigt
sick,krank
sickness,Krankheit
side,Seite
sidekick,Sidekick
sides,Seiten
sidney,sidney
sign,Anmelden
signed,unterzeichnet
significance,Bedeutung
signs,Zeichen
silence,Schweigen
silent,schweigen
silly,albern
silver,Silber
similar,ähnlich
similarly,ähnlich
simple,einfache
simplistic,vereinfachend
simply,einfach
simpson,simpson
simultaneously,gleichzeitig
sin,sin
since,seit
sing,singen
singer,Sänger
singers,Sänger
singing,Singen
single,einzeln
singles,Singles
sings,singt
sissy,sissy
sister,Schwester
sisters,Schwestern
sit,sitzen
site,Website
sites,Websites
sitting,Sitzung
situation,Lage
situations,Situationen
six,sechs
sixties,sechzigerJahre
size,Größe
skeleton,Skelett
skill,Fertigkeit
skills,Fertigkeiten
skimmed,Magermilch
skin,Haut
skip,überspringen
skipping,Überspringen
skits,Sketche
sky,Himmel
slang,slang
slap,Ohrfeige
slave,slavey
sleep,schlafen
sleeping,Schlafen
slightly,leicht
slim,dünn
slip,slip
sloppy,schlampig
slow,langsam
slower,langsamer
slowly,langsam
slows,verlangsamt
sly,schlau
small,klein
smaller,kleinere
smart,gerissen
smarter,intelligentere
smash,smash
smashing,smashing
smile,lächeln
smith,smith
smoke,Rauch
smokin,smokin
smoking,Rauchen
smooth,glatt
sneak,schleichen
snipes,Snipes
snl,snl
snow,Schnee
so,so
so-called,sogenannten
so-so,so-so
soaring,Soaring
social,sozialen
society,Gesellschaft
soft,weichen
softcore,softcore
softer,weicher
sold,verkauft
solely,ausschließlich
solid,solide
solo,solo
soloing,Solo
soloists,Solisten
solos,Soli
solution,Lösung
solve,lösen
solved,gelöst
somber,düster
some,einige
somebody,jemand
somehow,irgendwie
someone,jemand
something,etwas
sometimes,manchmal
somewhat,etwas
somewhere,irgendwo
son,Sohn
song,Lied
songbook,Liederbuch
songs,Titel
songwriter,Songwriter
songwriters,Songwriter
songwriting,Songwriting
sonic,sonic
sonny,Sonny
sony,sony
soon,bald
soooo,soooo
soothing,beruhigende
sorely,schmerzlich
sorry,bekümmert
sort,Art
sorts,Art
soul,Seele
soulful,soulful
soulless,seelenlos
souls,Seelen
sound,Sound
sounded,klang
sounding,klingende
sounds,Sounds
soundtrack,Soundtrack
source,Quelle
south,Süden
southern,südlichen
soviet,Sowjet
space,Raum
span,span
spare,Ersatzteile
spark,Funke
sparse,sparse
speak,sprechen
speaking,Sprechen
speaks,spricht
special,besondere
specific,spezifischen
spectacular,spektakuläre
speed,Geschwindigkeit
spell,Zauber
spelling,Rechtschreibung
spend,ausgeben
spends,verbringt
spent,verbracht
spin,Spin
spinal,Wirbelsäule
spine,Wirbelsäule
spinning,Spinnerei
spirit,Geist
spirited,temperamentvoll
spiritual,geistigen
spirituality,Spiritualität
spite,Trotz
splendid,herrliche
split,aufteilen
spoiled,verdorben
spoiler,Spoiler
spoke,sprach
spoken,gesprochen
sports,Sport
spot,Ort
spotlight,Rampenlicht
spree,spree
spring,Frühling
sprinkled,bestreut
squeeze,Squeeze
srv,srv
ss,ss
st,str
staff,Personal
stage,Bühne
stale,schal
stallone,stallone
stan,stan
stand,stehen
stand-up,Stand-up
standard,Standard
standards,Standards
standing,Stehen
standout,standout
standouts,standouts
standpoint,Standpunkt
stands,steht
stanley,stanley
staple,Grundnahrungsmittel
star,Stern
staring,starrte
stark,Stark
starring,Darsteller
stars,Sternen
start,Start
started,begonnen
starting,ab
starts,beginnt
state,Staat
statement,Aussage
statements,Aussagen
states,Staaten
static,statische
station,Bahnhof
status,Status
stay,bleiben
staying,Aufenthalt
stays,Aufenthalte
steady,Steady
steal,stehlen
stealing,Stehlen
steel,Stahl
steely,stählernen
stellar,stellaren
step,Schritt
stephen,stephen
stereo,Stereo
stereotype,Stereotyp
stereotypes,Stereotypen
stereotypical,stereotypen
sterling,Sterling
steve,steve
steven,steven
stevie,stevie
stewart,Stewart
stick,Stock
sticking,Kleben
sticks,Stöcke
stiff,steif
still,immernoch
stiller,Stiller
stilted,gestelzt
stinker,stinker
stinks,stinkt
stirring,Rühren
stock,Lager
stoker,Heizer
stole,gestohlen
stomach,Magen
stone,Stein
stood,stand
stop,stoppen
store,lagern
stores,Shops
stories,Geschichten
storm,Sturm
story,Geschichte
storyline,Storyline
storylines,Storylines
storyteller,Erzähler
straight,gerade
straightforward,einfach
straits,Meerengen
strange,merkwürdig
strangely,seltsam
strangers,Fremde
street,Straße
strength,Stärke
stress,Stress
stretch,stretch
strikes,Streiks
striking,auffallend
string,string
strings,Saiten
stripped,entkleidet
strokes,Striche
strong,stark
stronger,stärker
strongest,stärksten
strongly,stark
struck,geschlagen
structures,Strukturen
struggle,Kampf
struggles,Kämpfe
struggling,kämpfen
stuck,geklebt
student,Student
students,Studenten
studio,Studio
studying,Studium
stuff,Zeug
stumbles,stolpert
stunned,betäubt
stunning,stunning
stupid,blöd
stupidest,dümmste
stupidity,Dummheit
style,Stil
styles,Stile
stylish,stilvollen
subdued,gedämpft
subject,Subjekt
subjected,unterzogen
subjective,subjektiven
subpar,subpar
subsequent,spätere
substance,Stoff
subtitles,Untertitel
subtle,subtilen
succeeded,gelungen
succeeds,gelingt
success,Erfolg
successful,erfolgreich
successfully,erfolgreich
such,solch
suck,saugen
sucked,gesaugt
sucks,sucks
sudden,plötzliche
suddenly,plötzlich
suffer,leiden
suggest,schlagen
suggested,vorgeschlagen
suggestion,Vorschlag
suggests,schlägtvor
suicide,Selbstmord
suit,Anzug
suite,Suite
suited,geeignet
summary,Zusammenfassung
summer,Sommer
sun,Sonne
sung,gesungen
sunrise,Sonnenaufgang
sunset,Sonnenuntergang
super,super
superb,superb
superbly,hervorragend
superficial,oberflächlich
superior,superior
supernatural,übernatürliche
superstar,Superstar
supplement,Ergänzung
supply,beliefern
support,unterstützen
supporting,Unterstützung
suppose,Angenommen
supposed,soll
supposedly,angeblich
supreme,höchste
sure,sicher
surely,sicher
surface,Oberfläche
surgery,Chirurgie
surprise,Überraschung
surprised,überrascht
surprises,Überraschungen
surprising,überraschend
surprisingly,überraschend
surrender,Kapitulation
surround,Surround
surrounded,umgeben
surroundings,Umgebung
survive,überleben
survived,überlebt
survivor,Hinterbliebenenrente
suspect,Verdacht
suspected,Verdacht
suspend,aussetzen
suspense,Spannung
suspenseful,spannend
sweat,Schweiß
sweet,süß
swim,schwimmen
swing,Swing
swinging,geschwungen
switch,Schalter
sympathetic,sympathisch
symphonic,symphonische
symphonies,Symphonien
symphony,Symphonie
synth,Synthesizer
synthesizer,Synthesizer
synths,Synthesizer
system,System
t,t
t.v,tv
tad,tad
take,nehmen
taken,getroffen
takes,nimmt
taking,unter
tale,Geschichte
talent,Talent
talented,talentierten
talentless,unbegabt
tales,Märchen
talk,sprechen
talked,sprachen
talking,sprechen
talks,Gespräche
tap,TippenSieauf
tape,Band
tapes,Bänder
target,Ziel
taste,Geschmack
tasteful,geschmackvolle
tastes,Geschmack
tasty,schmackhafte
taxes,Steuern
taylor,taylor
tea,Tee
teach,lehren
teacher,Lehrer
teachers,Lehrer
teaches,lehrt
team,Team
tear,Träne
tears,Tränen
technical,technischen
technique,Technik
techniques,Techniken
ted,ted
tedious,langweilig
teenage,Teenager
teenager,Teenager
teenagers,Teenager
teens,teens
teeth,Zähne
television,Fernsehen
tell,erzählen
telling,sagen
tells,erzählt
tempo,Tempo
temporary,vorübergehend
ten,zehn
tendencies,Tendenzen
tendency,Tendenz
tender,Ausschreibung
tends,Tendenz
tenor,Tenor
tense,angespannt
tension,Spannung
tenth,zehnte
terminator,Terminator
terms,Bedingungen
terrible,schrecklich
terribly,schrecklich
terrific,terrific
terrifying,erschreckend
terror,Terror
terry,Frottee
test,Test
testament,Testament
testing,Tests
tests,Tests
texas,texas
text,Text
texts,Texte
tha,tha
than,als
thank,danke
thanks,Danke
that,das
thats,thats
the,der
theater,Theater
theatre,Theater
their,ihr
theirs,ihrigen
them,sie
theme,Thema
themes,Themen
themselves,sich
then,dann
theological,theologischen
therapist,Therapeuten
therapy,Therapie
there,dort
therefore,deshalb
these,diese
thesis,These
they,sie
thick,dick
thier,ihr
thin,dünn
thing,Ding
things,Dinge
think,denken
thinking,Denken
thinks,denkt
third,dritten
this,dies
thomas,thomas
thompson,Thompson
thorough,gründliche
thoroughly,gründlich
those,diese
though,obwohl
thought,Gedanke
thoughtful,nachdenklich
threat,Bedrohung
three,drei
threw,warf
thrill,Nervenkitzel
thrilled,begeistert
thriller,Thriller
thrillers,Thriller
thrills,Nervenkitzel
through,durch
throughout,durchweg
throw,werfen
throwing,Werfen
thrown,geworfen
thru,durch
thug,Schläger
thugs,Schläger
thurman,Thurman
thus,also
ticket,Ticket
ties,Bindungen
tight,eng
til,til
till,bis
tim,tim
time,Zeit
timeless,zeitlose
timely,rechtzeitige
times,Mal
timing,Timing
timothy,timothy
tiny,tiny
tip,Spitze
tips,Tipps
tire,Reifen
tired,müde
tiresome,langweilig
title,Titel
titled,Titel
to,zu
today,heute
todd,todd
together,zusammen
told,erzählt
tolerable,erträglich
tom,tom
tommy,tommy
tone,Ton
tonight,heute
tons,t
tony,tony
too,auch
took,nahm
tool,Werkzeug
top,Spitze
topic,Thema
topics,Themen
topped,Spitze
torture,Folter
toss,werfen
total,insgesamt
totally,völlig
touch,Kontakt
touched,berührt
touches,berührt
touching,Berühren
tough,rau
tour,Tour
touring,Touristik
toward,gegen
towards,inRichtung
town,Stadt
towns,Städte
toys,Spielzeug
track,Spur
tracks,Titel
tracy,tracy
trade,Handel
trademark,Marke
traditional,traditionellen
traffic,Verkehr
tragedy,Tragödie
tragic,tragische
trailer,Anhänger
train,Zug
trainer,Trainer
training,Training
transfer,Transfer
transformation,Transformation
transformed,verwandelt
transforms,verwandelt
trap,Trap
trapped,gefangen
trash,Papierkorb
travels,Reisen
travesty,Travestie
treasure,Schatz
treat,behandeln
treated,behandelt
treatment,Behandlung
trees,Bäume
trek,Wanderung
tremendous,enorme
trends,Trends
triangle,Dreieck
tribal,tribal
tribulation,Trübsal
tribute,Tribut
trick,Trick
tried,versucht
tries,versucht
trio,Trio
trip,Reise
tripe,Kutteln
trippy,trippy
trite,banal
triumph,Triumph
trouble,Ärger
troubled,beunruhigte
troubles,Unruhen
true,WAHR
truly,wirklich
trumpet,Trompete
trust,vertrauen
truth,Wahrheit
try,versuchen
trying,versuchen
tune,tune
tuned,abgestimmt
tunes,Melodien
tupac,tupac
turn,wiederum
turned,wandtesich
turning,Drehen
turns,dreht
tv,tv
twentieth,zwanzigster
twice,zweimal
twist,twist
twists,Drehungen
two,zwei
type,Typ
types,Typen
typical,typischen
typically,typischerweise
typos,Tippfehler
u,u
u.s,uns
ugh,ugh
ugly,hässlich
uh,uh
ultimate,ultimative
ultimately,letztlich
ultra,ultra
um,um
uma,uma
un,un
unable,nichtinderLage
unattractive,unattraktiv
unbearable,unerträglich
unbelievable,unglaublich
unbelievably,unglaublich
unbiased,unvoreingenommene
undeniable,unbestreitbare
undeniably,unleugbar
under,unter
undercover,undercover
underground,U-Bahn
underrated,underrated
understand,verstehen
understandable,verständlich
understanding,Verständnis
understands,versteht
understood,verstanden
uneven,uneben
unexpected,unerwartete
unfold,entfalten
unfolds,entfaltet
unforgettable,unvergesslichen
unfortunate,unglücklich
unfortunately,leider
unfunny,komisch
uninspired,einfallslos
uninspiring,uninspiring
unintentionally,unabsichtlich
uninteresting,uninteressant
unique,einzigartige
uniquely,einmalig
united,vereinigt
universal,Universal
unless,esseidenn
unlikable,unsympathisch
unlike,imGegensatzzu
unlikely,unwahrscheinlich
unlistenable,unlistenable
unmemorable,unmemorable
unnecessary,unnötige
unoriginal,unoriginell
unpredictable,unberechenbar
unrated,Rating
unreadable,unlesbar
unsatisfying,unbefriedigend
unseen,unseen
unsettling,beunruhigend
unsuspecting,ahnungslose
until,bis
unusual,ungewöhnlich
unwatchable,unwatchable
up,nachoben
upbeat,optimistisch
updated,Aktualisiert
uplifting,uplifting
upon,nach
upper,oberen
upset,aufgebracht
uptempo,Uptempo
us,uns
usa,usa
use,verwenden
used,verwendet
useless,nutzlos
uses,verwendet
using,mit
usual,üblichen
usually,normalerweise
utmost,äußerste
utter,aussprechen
utterly,völlig
v,v
vacation,Urlaub
vague,vage
vain,vergeblich
val,val
valley,Tal
valuable,wertvolle
value,Wert
values,Werte
vampire,Vampir
van,van
vanessa,Vanessa
vapid,schal
variables,Variablen
variation,Variation
variations,Variationen
varied,variiert
variety,Vielfalt
various,verschiedenen
vary,variieren
vastly,weit
vegas,vegas
vein,Vene
velvet,Samt
venture,Venture
verdict,Urteil
versatile,vielseitig
verse,Vers
version,Version
versions,Versionen
versus,versus
verve,Verve
very,sehr
veteran,Veteran
vhs,vhs
via,via
vibe,Vibe
vibrant,pulsierenden
vicious,Teufelskreis
victims,Opfer
victorian,victorian
video,Video
videos,Videos
view,anzeigen
viewer,Viewer
viewers,Zuschauer
viewing,Anzeige
views,Ansichten
village,Dorf
villain,Bösewicht
vintage,vintage
violence,Gewalt
violent,Gewalt
violin,Violine
virgin,Jungfrau
virtually,praktisch
virtue,Tugend
virtuosity,Virtuosität
vision,Vision
visions,Visionen
visited,besucht
visits,Besuche
visual,visual
vivid,lebendig
vividly,lebhaft
vocabulary,Wortschatz
vocal,vocal
vocalist,Sänger
vocalists,Sänger
vocally,stimmlich
vocals,Gesang
voice,Stimme
voices,Stimmen
void,void
volume,Volumen
volumes,Volumen
vs,vs
vulgar,vulgär
w,w
w/,w/
wack,wack
wacky,Wacky
wait,warten
waited,wartete
waiting,warten
waits,wartet
wake,wake
walk,gehen
walked,ging
walker,walker
walking,Walking
walks,Spaziergänge
wall,Wand
walls,Wände
waltz,Walzer
wanders,wandert
wanna,wollen
wannabe,Möchtegern
want,wollen
wanted,gesucht
wanting,wollen
wants,will
war,Krieg
warfare,Kriegsführung
warm,warm
warned,gewarnt
warner,Warner
warning,Warnung
warrant,Haftbefehl
wars,Kriege
was,war
washington,Washington
waste,Abfall
wasted,verschwendet
wasting,Verschwendung
watch,Armbanduhr
watchable,watchable
watched,sah
watches,Uhren
watching,beobachten
water,Wasser
watered,bewässert
wave,Welle
waves,Wellen
way,Weg
wayne,wayne
ways,Möglichkeiten
we,wir
weak,schwach
weakness,Schwäche
wealth,Reichtum
weapons,Waffen
weather,Wetter
weaves,webt
wedding,Hochzeit
week,Woche
weeks,Woche
weird,eigenartig
welcome,Willkommen
welfare,Tierschutz
well,gut
well-done,well-done
well-known,bekannte
well-written,gutgeschrieben
went,ging
were,waren
wesley,wesley
west,Westen
western,westlichen
wet,nass
what,was
whatever,wasauchimmer
whatsoever,überhaupt
wheel,Rad
when,wann
where,wo
whereas,"inderErwägung,"
whether,ob
which,welcher
while,während
whining,Jammern
whiny,weinerlich
white,weiß
who,wer
whoever,wer
whole,ganz
whom,wen
whose,deren
why,warum
wicked,böse
wide,breit
widely,weit
widescreen,Breitbild
wife,Ehefrau
wild,wild
wildly,wild
will,werden
william,william
williams,williams
willing,bereit
wilson,wilson
win,win
wind,Wind
window,Fenster
windows,Fenster
wine,Wein
winner,Gewinner
winning,gewinnen
winters,Winter
wisdom,Weisheit
wish,Wunsch
wit,wit
witches,Hexen
with,mit
within,innerhalb
without,ohne
witness,Zeuge
witnesses,Zeugen
witty,witzig
wo,r
wolf,Wolf
woman,Frau
women,Frauen
won,gewonnen
wonder,Wunder
wonderful,wundervoll
wonderfully,wunderbar
wong,wong
wont,pflegen
wood,Holz
wooden,Holz
woods,Wald
word,Wort
words,Worte
wordy,wortreich
work,Arbeit
worked,gearbeitet
workers,Arbeitnehmer
working,arbeiten
workout,Workout
workouts,Workouts
works,Werke
world,Welt
worlds,Welten
worn,getragen
worry,Sorge
worse,schlimmer
worst,schlimmsten
worth,Wert
worthless,wertlos
worthwhile,lohnt
worthy,würdig
would,würde
would-be,Möchtegern-
wow,wow
wrap,wickeln
wreck,Wrack
wretched,elend
write,schreiben
writer,Schriftsteller
writers,Schriftsteller
writes,schreibt
writing,schriftlich
written,geschrieben
wrong,falsch
wrote,schrieb
wry,schiefes
wtf,wtf
wwe,wwe
wwii,wwii
x,x
y,y
ya,ya
yawn,Gähnen
yeah,yeah
year,Jahr
years,Jahr
yellow,gelb
yes,ja
yesterday,gestern
yet,noch
yoga,Yoga
yoko,yoko
york,york
you,du
young,jung
younger,jünger
your,dein
yours,verkaufen
yourself,Sie
youth,Jugend
yuck,yuck
zapped,zapped
zen,zen
zero,Null
zombie,Zombie
zone,Zone
